Chr	GeneID	Start	End	Symbol
1	730113	177978253	178048284	LOC730113
1	9462	178093729	178479514	RASAL2
1	730119	178190337	178191224	LOC730119
1	646827	178426748	178427964	LOC646827
1	84066	178513077	178523500	TEX35
1	55103	178725147	178921842	RALGPS2
1	9068	178849535	178871236	ANGPTL1
1	9917	179025939	179076567	FAM20B
1	64222	179081977	179095996	TOR3A
1	27	179099327	179229684	ABL2
1	647018	179143566	179144695	LOC647018
1	391142	179188746	179190099	LOC391142
1	730193	179204355	179212306	LOC730193
1	6646	179293714	179358680	SOAT1
1	126859	179365718	179554771	AXDND1
1	7827	179550539	179575951	NPHS2
1	647041	179553898	179554945	LOC647041
1	100287850	179559507	179560440	LOC100287850
1	163589	179591613	179691272	TDRD5
1	148753	179727763	179816198	FAM163A
1	100288340	179785319	179787398	LOC100288340
1	163590	179839967	179877806	TOR1AIP2
1	100287878	179850819	179851983	LOC100287878
1	26092	179882042	179920077	TOR1AIP1
1	9857	179954773	180114880	CEP350
1	100506242	180138806	180139219	LOC100506242
1	5768	180154833	180198034	QSOX1
1	89884	180230298	180275053	LHX4
1	84320	180288217	180502887	ACBD6
1	647058	180517560	180572098	LOC647058
1	9213	180632010	180890279	XPR1
1	84227	180685915	180724506	RGSL2
1	100128746	180814832	180822278	LOC100128746
1	57710	180913177	180946103	KIAA1614
1	100287911	180922123	180923254	LOC100287911
1	10228	180972712	181023121	STX6
1	3140	181033379	181061938	MR1
1	51278	181088502	181090843	IER5
1	730156	181258538	181259454	LOC730156
1	100287984	181452624	181480517	LOC100287984
1	777	181483550	181806784	CACNA1E
1	100132985	181840080	181977969	LOC100132985
1	127665	182054570	182061712	ZNF648
1	2752	182381704	182392206	GLUL
1	127670	182398117	182400616	TEDDM1
1	353299	182450121	182560597	RGSL1
1	6041	182573634	182589285	RNASEL
1	6004	182598623	182604413	RGS16
1	85397	182643901	182674743	RGS8
1	80896	182789449	182830384	NPL
1	1660	182839304	182887982	DHX9
1	81626	182899865	182953418	SHCBP1L
1	653815	182925994	182929907	LOC653815
1	3915	183023460	183145592	LAMC1
1	3918	183178827	183258333	LAMC2
1	23057	183248237	183418499	NMNAT2
1	9887	183472371	183554193	SMG7
1	4688	183555562	183590921	NCF2
1	10092	183626193	183635941	ARPC5
1	23179	183636073	183928532	RGL1
1	403314	183646275	183653313	APOBEC4
1	23127	183929854	184037770	COLGALT2
1	116461	184051657	184074212	TSEN15
1	81563	184387016	184629021	C1orf21
1	100129439	184540568	184544689	LOC100129439
1	80267	184690491	184754907	EDEM3
1	116496	184791025	184974586	FAM129A
1	6045	185045419	185102608	RNF2
1	81627	185118085	185157098	TRMT1L
1	54823	185150872	185291781	SWT1
1	10625	185296388	185317339	IVNS1ABP
1	102724641	185311187	185318464	LOC102724641
1	83872	185734551	186190953	HMCN1
1	730175	185942935	185943559	LOC730175
1	10216	186296273	186314562	PRG4
1	7175	186311652	186375751	TPR
1	54953	186375758	186421371	C1orf27
1	10896	186400572	186401455	OCLM
1	5132	186443566	186461108	PDC
1	5743	186671812	186680427	PTGS2
1	647125	186688876	186697429	LOC647125
1	5321	186828900	186988981	PLA2G4A
1	647129	186967315	186967560	LOC647129
1	647140	188853933	188854139	LOC647140
1	101929766	189266081	189335533	LOC101929766
1	339479	190097662	190478404	BRINP3
1	647149	190111254	190247007	LOC647149
1	388720	190932516	190969100	LOC388720
1	647161	192053651	192054074	LOC647161
1	64407	192158462	192185815	RGS18
1	431704	192316992	192367285	RGS21
1	647165	192353870	192354208	LOC647165
1	5996	192575727	192580029	RGS1
1	6003	192636138	192660311	RGS13
1	5997	192809039	192812277	RGS2
1	51377	193012366	193060107	UCHL5
1	6738	193059422	193091777	TROVE2
1	51022	193096465	193106537	GLRX2
1	79577	193121958	193254815	CDC73
1	8707	193178730	193186613	B3GALT2
1	647170	193634447	193634713	LOC647170
1	343450	196225779	196608560	KCNT2
1	3075	196651878	196747504	CFH
1	10878	196774800	196794073	CFHR3
1	3078	196819731	196832189	CFHR1
1	10877	196888014	196918862	CFHR4
1	3080	196943759	196959226	CFHR2
1	81494	196977537	197009674	CFHR5
1	2165	197038747	197067267	F13B
1	259266	197084127	197146694	ASPM
1	360023	197153684	197200542	ZBTB41
1	23418	197201462	197478455	CRB1
1	163486	197504748	197775674	DENND1B
1	388722	197902552	197907367	C1orf53
1	56956	197912505	197935476	LHX9
1	730204	197988417	197988641	LOC730204
1	140609	198156978	198322420	NEK7
1	127124	198523222	198540945	ATP6V1G3
1	5788	198638968	198757476	PTPRC
1	730208	198974416	198975174	LOC730208
1	730209	198975185	198975535	LOC730209
1	730214	199351476	199364960	LOC730214
1	440706	199427630	199448868	LOC440706
1	100130781	199741416	199741796	LOC100130781
1	647225	199858636	199867061	LOC647225
1	2494	200027602	200177424	NR5A2
1	100506512	200297588	200343257	LOC100506512
1	23528	200404947	200410058	ZNF281
1	9928	200551497	200620734	KIF14
1	83479	200640807	200669998	DDX59
1	23271	200739558	200860704	CAMSAP2
1	647056	200765901	200766398	LOC647056
1	647052	200784861	200791088	LOC647052
1	2848	200872955	200874178	GPR25
1	55765	200891499	200915736	C1orf106
1	101929275	200938514	200941658	LOC101929275
1	23046	200969386	201023700	KIF21B
1	779	201039507	201112566	CACNA1S
1	647059	201093410	201094675	LOC647059
1	647219	201113953	201115372	ASCL5
1	252839	201134771	201171582	TMEM9
1	91156	201190824	201228952	IGFN1
1	647243	201193620	201194126	LOC647243
1	647246	201262327	201287390	LOC647246
1	5317	201283452	201332993	PKP1
1	7139	201359008	201377760	TNNT2
1	3898	201380838	201399541	LAD1
1	7135	201403767	201421746	TNNI1
1	23612	201465479	201469171	PHLDA3
1	730226	201476081	201527062	LOC730226
1	1465	201483530	201507259	CSRP1
1	89796	201539336	201826974	NAV1
1	100289429	201592013	201598668	LOC100289429
1	647250	201764869	201765462	LOC647250
1	55705	201829160	201884294	IPO9
1	100128471	201864964	201869883	LOC100128471
1	100288210	201869724	201915676	LOC100288210
1	149345	201888669	201892587	SHISA4
1	25802	201896456	201946588	LMOD1
1	10440	201955491	201970661	TIMM17A
1	6051	201982638	202006147	RNPEP
1	1999	202010519	202017188	ELF3
1	100131402	202032574	202038741	LOC100131402
1	9283	202122901	202129506	GPR37L1
1	127829	202133404	202144743	ARL8A
1	100132728	202139474	202139797	LOC100132728
1	5778	202147013	202161588	PTPN7
1	59352	202193810	202319761	LGR6
1	29089	202331657	202341966	UBE2T
1	4660	202348702	202588569	PPP1R12B
1	100129273	202455885	202455977	LOC100129273
1	127833	202590596	202710423	SYT2
1	101926929	202627469	202637666	LOC101926929
1	100130573	202713959	202714567	LOC100130573
1	10765	202727404	202808421	KDM5B
1	5877	202878282	202889257	RABIF
1	59349	202891102	202928638	KLHL12
1	51094	202940829	202958572	ADIPOR1
1	51706	202961873	202967276	CYB5R1
1	101059970	202995649	203019246	LOC101059970
1	92703	203007392	203024848	TMEM183A
1	8497	203026521	203078736	PPFIA4
1	4656	203083129	203086038	MYOG
1	100289552	203096911	203134586	LOC100289552
1	134	203127705	203167405	ADORA1
1	4608	203167811	203175840	MYBPH
1	1116	203178931	203186794	CHI3L1
1	1118	203216079	203229732	CHIT1
1	100289621	203274646	203288414	LOC100289621
1	7832	203305536	203309602	BTG2
1	100288349	203309749	203316915	LOC100288349
1	2331	203340621	203351429	FMOD
1	5549	203475755	203491352	PRELP
1	26254	203494143	203508949	OPTC
1	100130926	203503259	203503615	LOC100130926
1	493	203626787	203744081	ATP2B4
1	100288427	203651155	203652330	LOC100288427
1	54900	203765156	203776372	LAX1
1	9877	203795537	203854128	ZC3H11A
1	100381270	203797523	203800462	ZBED6
1	653827	203837678	203838663	LOC653827
1	6635	203861612	203871152	SNRPE
1	9580	204073109	204127743	SOX13
1	55224	204131062	204152179	ETNK2
1	5972	204154816	204166337	REN
1	3814	204190341	204196491	KISS1
1	127845	204198160	204214092	GOLT1A
1	22874	204218851	204359929	PLEKHA6
1	641694	204271479	204303084	LOC641694
1	641706	204299730	204304059	LOC641706
1	100132560	204301970	204324768	LOC100132560
1	100288456	204379183	204381587	LOC100288456
1	727785	204389919	204390716	LOC727785
1	84919	204400265	204411817	PPP1R15B
1	5287	204422628	204494815	PIK3C2B
1	642299	204445743	204454834	LOC642299
1	730254	204462058	204464522	LOC730254
1	4194	204516379	204627003	MDM4
1	642323	204573296	204573412	LOC642323
1	10446	204617170	204685469	LRRN2
1	23114	204828654	205022822	NFASC
1	100133236	204874617	204883604	LOC100133236
1	6900	205043212	205078043	CNTN2
1	388730	205083129	205084460	TMEM81
1	5929	205086142	205122022	RBBP5
1	25778	205142503	205211599	DSTYK
1	9911	205227910	205273343	TMCC2
1	100506871	205236636	205236992	LOC100506871
1	100288519	205238097	205240287	LOC100288519
1	653098	205258492	205260409	LOC653098
1	81788	205302059	205321755	NUAK2
1	55220	205336065	205357090	KLHDC8A
1	102724743	205343689	205373243	LOC102724743
1	93273	205381378	205449950	LEMD1
1	5129	205504556	205532793	CDK18
1	100288622	205548694	205550003	LOC100288622
1	148808	205568984	205602918	MFSD4
1	2005	205598471	205633829	ELK4
1	85414	205657851	205680502	SLC45A3
1	64710	205712819	205750244	NUCKS1
1	8934	205767986	205775487	RAB29
1	100131354	205781868	205784368	LOC100131354
1	254428	205789093	205813759	SLC41A1
1	101059976	205812740	205815234	LOC101059976
1	148811	205828022	205850148	PM20D1
1	115019	205913048	205943460	SLC26A9
1	338382	205976740	206003466	RAB7B
1	1510	206009264	206023909	CTSE
1	440712	206053134	206102459	C1orf186
1	388732	206057213	206109112	C1orf132
1	553	206109849	206117048	AVPR1B
1	729533	206186182	206203045	FAM72A
1	23380	206203464	206464443	SRGAP2
1	9641	206470243	206496890	IKBKE
1	83593	206507546	206589284	RASSF5
1	1939	206591642	206612551	EIF2D
1	8444	206635536	206649197	DYRK3
1	100131192	206680864	206711721	LOC100131192
1	9261	206684949	206734285	MAPKAPK2
1	3586	206767603	206772494	IL10
1	29949	206798870	206842981	IL19
1	50604	206865354	206869223	IL20
1	11009	206897443	206904139	IL24
1	9214	206903285	206922033	FAIM3
1	5284	206928522	206946469	PIGR
1	83953	206957967	206970625	FCAMR
1	79098	207018521	207032761	C1orf116
1	55432	207043849	207052980	YOD1
1	5208	207053275	207081023	PFKFB2
1	725	207088867	207099993	C4BPB
1	722	207104241	207144972	C4BPA
1	100129101	207303594	207495474	LOC100129101
1	1604	207321472	207360966	CD55
1	1380	207454300	207489895	CR2
1	642758	207471615	207471971	LOC642758
1	1378	207496128	207641765	CR1
1	642806	207607636	207619652	LOC642806
1	1379	207645113	207723691	CR1L
1	4179	207752038	207795516	CD46
1	947	207886538	207911338	CD34
1	100286909	207974863	207977480	LOC100286909
1	100133233	208015741	208017269	LOC100133233
1	5362	208022242	208244320	PLXNA2
1	728063	208491357	208493067	LOC728063
1	100131032	208697157	208697934	LOC100131032
1	642723	208697163	208701063	LOC642723
1	642718	208866014	208868281	LOC642718
1	100129235	208866031	208866664	LOC100129235
1	642989	209387329	209413867	LOC642989
1	642587	209428376	209432549	MIR205HG
1	57172	209583700	209613939	CAMK1G
1	3914	209614870	209652475	LAMB3
1	728101	209656408	209657926	LOC728101
1	50486	209675325	209676390	G0S2
1	3290	209686180	209734950	HSD11B1
1	80342	209756032	209782323	TRAF3IP3
1	148304	209782317	209784545	C1orf74
1	3664	209785623	209806175	IRF6
1	27042	209827967	209857565	DIEXF
1	255928	209938174	210164291	SYT14
1	100286943	209963888	209966188	LOC100286943
1	56256	210232850	210246907	SERTAD4
1	55733	210328252	210676296	HHAT
1	643143	210465245	210524980	LOC643143
1	3756	210678315	211134115	KCNH1
1	55758	211259366	211316385	RCOR3
1	7188	211326526	211375061	TRAF5
1	343035	211476522	211492917	RD3
1	7779	211575039	211578757	SLC30A1
1	4751	211658256	211675630	NEK2
1	643330	211668674	211715204	LOC643330
1	9926	211743457	211875189	LPGAT1
1	25896	211940399	212035660	INTS7
1	51514	212035553	212105006	DTL
1	5525	212285537	212361863	PPP2R5A
1	55248	212364474	212414925	TMEM206
1	29937	212432887	212446379	NENF
1	100131420	212502492	212531301	LOC100131420
1	467	212565334	212620777	ATF3
1	100287008	212617697	212619724	LOC100287008
1	149647	212624447	212626778	FAM71A
1	55509	212686417	212699985	BATF3
1	25936	212726153	212791797	NSL1
1	100287039	212731175	212732177	LOC100287039
1	128387	212791828	212816825	TATDN3
1	149643	212830141	212847649	SPATA45
1	643035	212845410	212849206	LOC643035
1	28982	212858255	212899363	FLVCR1
1	79805	212950545	212991644	VASH2
1	90806	212992182	213015826	ANGEL2
1	26750	213051233	213273465	RPS6KC1
1	5629	213987935	214041510	PROX1
1	56950	214281222	214337134	SMYD2
1	5784	214348267	214551681	PTPN14
1	1063	214603189	214664571	CENPF
1	3776	215005542	215237093	KCNK2
1	51133	215567185	215621807	KCTD3
1	7399	215622894	216423396	USH2A
1	2104	216503246	217137755	ESRRG
1	643717	217152722	217189842	LOC643717
1	55105	217430492	217631084	GPATCH2
1	128153	217631342	217867150	SPATA17
1	728518	217851571	217864713	LOC728518
1	51018	218285287	218337983	RRP15
1	7042	218345334	218444619	TGFB2
1	127018	219173850	219212865	LYPLAL1
1	728510	219608501	219643150	LOC728510
1	55532	219913919	219958910	SLC30A10
1	2058	219968600	220046658	EPRS
1	10380	220057482	220089896	BPNT1
1	55699	220094113	220148041	IARS2
1	728528	220109866	220132360	LOC728528
1	25782	220148268	220272501	RAB3GAP2
1	4139	220528183	220664457	MARK1
1	79762	220690286	220699157	C1orf115
1	728624	220744096	220759613	LOC728624
1	54996	220747987	220784815	MARC2
1	64757	220786697	220814399	MARC1
1	3142	220879401	220885059	HLX
1	648154	220952237	220953870	LOC648154
1	100129376	221006105	221055769	LOC100129376
1	644053	221035979	221077343	LOC644053
1	100287901	221057440	221070396	LOC100287901
1	100287182	221456609	221458526	LOC100287182
1	11221	221701422	221742174	DUSP10
1	653428	221805358	221810771	LOC653428
1	728679	221809937	221813262	LOC728679
1	100129950	222121576	222123751	LOC100129950
1	644230	222190861	222204544	LOC644230
1	644243	222237381	222246848	LOC644243
1	441920	222247016	222294201	LOC441920
1	728713	222429801	222430031	LOC728713
1	79802	222522260	222548102	HHIPL2
1	9015	222557902	222590096	TAF1A
1	375056	222618102	222668009	MIA3
1	64853	222668013	222712522	AIDA
1	148362	222712553	222735196	BROX
1	400823	222737216	222753590	FAM177B
1	84976	222815089	223005995	DISP1
1	7100	223109406	223143282	TLR5
1	55061	223220819	223364202	SUSD4
1	644364	223284024	223372522	LOC644364
1	644374	223372284	223399698	LOC644374
1	164127	223393373	223395470	CCDC185
1	388743	223558167	223541609	CAPN8
1	728754	223646780	223653617	LOC728754
1	653311	223667869	223668585	C1orf197
1	824	223701593	223776018	CAPN2
1	7159	223779893	223845972	TP53BP2
1	101060626	223924935	224035008	LOC101060626
1	101926980	223992730	224017999	LOC101926980
1	23219	224114087	224162047	FBXO28
1	728796	224131858	224140974	LOC728796
1	728531	224180449	224216684	LOC728531
1	8560	224183208	224193441	DEGS1
1	4931	224227334	224330189	NVL
1	728812	224315036	224316200	LOC728812
1	29097	224356811	224379452	CNIH4
1	728837	224363833	224365221	LOC728837
1	80232	224385143	224434299	WDR26
1	101928291	224434104	224459298	LOC101928291
1	149111	224546861	224740567	CNIH3
1	127602	224929654	225399294	DNAH14
1	644592	225051912	225053640	LOC644592
1	644611	225151486	225152158	LOC644611
1	728676	225230030	225230818	LOC728676
1	3930	225401502	225428855	LBR
1	55740	225486832	225653143	ENAH
1	100996493	225600404	225602046	LOC100996493
1	6726	225777813	225790466	SRP9
1	644718	225795851	225796552	LOC644718
1	728968	225796558	225813090	LOC728968
1	2052	225810095	225845563	EPHX1
1	9725	225845532	225882720	TMEM63A
1	10637	225886282	225889146	LEFTY1
1	84841	225915568	225916779	MGC15634
1	29920	225919877	225924340	PYCR2
1	7044	225936598	225941383	LEFTY2
1	644744	225951214	225951708	LOC644744
1	163859	225982702	225999398	SDE2
1	3020	226062707	226072002	H3F3A
1	100288204	226074038	226075329	LOC100288204
1	64746	226144679	226186722	ACBD3
1	729028	226221316	226222552	LOC729028
1	83881	226223618	226227055	MIXL1
1	653151	226229869	226235089	LOC653151
1	286826	226231149	226310088	LIN9
1	653534	226234280	226234557	LOC653534
1	142	226360691	226408100	PARP1
1	643799	226527308	226527709	LOC643799
1	375057	226548800	226609214	C1orf95
1	3707	226631690	226739327	ITPKB
1	644942	226748503	226750577	LOC644942
1	644948	226749617	226766281	LOC644948
1	644953	226809614	226811892	LOC644953
1	644982	226817217	226823088	LOC644982
1	645014	226850018	226852074	LOC645014
1	5664	226870572	226896103	PSEN2
1	56997	226897720	226987545	ADCK3
1	8476	226989865	227318492	CDC42BPA
1	339500	227563519	227677443	ZNF678
1	100288382	227729228	227729929	LOC100288382
1	65094	227731189	227735411	JMJD4
1	116841	227734996	227781231	SNAP47
1	339501	227815717	227846470	PRSS38
1	7483	227921464	227947975	WNT9A
1	728728	227967390	227968707	LOC728728
1	89780	228007022	228061271	WNT3A
1	100506571	228073909	228076557	LOC100506571
1	375	228082660	228099212	ARF1
1	79169	228100727	228103441	C1orf35
1	128308	228106679	228109337	MRPL55
1	2987	228139967	228148955	GUK1
1	57165	228149714	228159826	GJC2
1	200205	228165728	228197905	IBA57
1	84033	228208041	228378876	OBSCN
1	81559	228393676	228406816	TRIM11
1	51127	228407935	228416882	TRIM17
1	8290	228424845	228425325	HIST3H3
1	92815	228457364	228457859	HIST3H2A
1	128312	228458107	228458558	HIST3H2BB
1	149603	228487367	228496188	RNF187
1	100129094	228510359	228512288	BTNL10
1	729256	228627026	228629226	LOC729256
1	58480	228644647	228746669	RHOU
1	5867	229271062	229305894	RAB4A
1	10638	229304382	229305504	SPHAR
1	126731	229321005	229342941	CCSAP
1	58	229431245	229434096	ACTA1
1	55746	229441297	229508341	NUP133
1	23456	229516582	229558695	ABCB10
1	100288545	229566992	229568732	LOC100288545
1	731139	229576007	229576816	LOC731139
1	27097	229593111	229626047	TAF5L
1	9816	229626234	229660199	URB2
1	440731	229729475	229730864	LOC440731
1	2590	230067209	230282129	GALNT2
1	100129238	230118954	230141982	LOC100129238
1	653418	230165125	230165493	LOC653418
1	79605	230321646	230425928	PGBD5
1	22796	230642456	230693985	COG2
1	183	230702523	230714590	AGT
1	729336	230717635	230843731	LOC729336
1	10753	230747343	230802003	CAPN9
1	84886	230837119	230869589	C1orf198
1	101927576	230869094	230874792	LOC101927576
1	79573	230906241	230978872	TTC13
1	64801	230979077	231000733	ARV1
1	375061	231018958	231040249	FAM89A
1	440730	231162928	231221568	TRIM67
1	149373	231184099	231187627	LOC149373
1	128061	231223763	231241187	C1orf131
1	8443	231241173	231277973	GNPAT
1	149371	231332736	231337832	EXOC8
1	83932	231337936	231370551	SPRTN
1	54583	231363751	231425044	EGLN1
1	100288727	231473636	231474338	LOC100288727
1	7257	231528653	231566524	TSNAX
1	27185	231626815	232041272	DISC1
1	728987	231831976	231833132	LOC728987
1	57568	232397965	232630161	SIPA1L2
1	100130965	232531449	232568197	LOC100130965
1	440733	232559020	232581389	LOC440733
1	54627	232804892	232810346	MAP10
1	729397	232810093	232811516	LOC729397
1	84284	232950531	232978802	NTPCR
1	80003	232984109	233295713	PCNXL2
1	100288792	233145533	233190435	LOC100288792
1	84451	233327768	233385148	KIAA1804
1	3775	233614004	233672512	KCNK1
1	729491	233878506	233880177	LOC729491
1	148641	233904933	234324516	SLC35F3
1	100288820	233971823	233980827	LOC100288820
1	729498	234096483	234096875	LOC729498
1	388753	234373193	234384049	COA6
1	6894	234391313	234479117	TARBP1
1	359948	234604269	234609525	IRF2BP2
1	645721	234752998	234754425	LOC645721
1	644343	234956542	234957088	LOC644343
1	100129366	234956667	234957059	LOC100129366
1	9804	235109341	235128941	TOMM20
1	23029	235131183	235161256	RBM34
1	51742	235166895	235328217	ARID4B
1	9453	235328438	235344532	GGPS1
1	6905	235367360	235448968	TBCE
1	148789	235440986	235504481	B3GALNT2
1	2786	235547685	235650754	GNG4
1	1130	235661031	235883708	LYST
1	4811	235975830	236065181	NID1
1	7107	236142532	236251662	GPR137B
1	100288925	236208861	236266259	LOC100288925
1	56605	236215122	236282039	ERO1LB
1	128178	236394380	236484708	EDARADD
1	3964	236518214	236552981	LGALS8
1	55127	236536162	236604541	HEATR1
1	88	236686454	236764631	ACTN2
1	4548	236795281	236903981	MTR
1	645745	237004103	237004418	MT1HL1
1	6262	237042210	237833988	RYR2
1	729567	237616441	237617046	LOC729567
1	57829	237877864	237890922	ZP4
1	1131	239386576	239915450	CHRM3
1	101060028	239549818	239709051	LOC101060028
1	100505872	239549818	239709051	LOC100505872
1	388755	239654221	239664164	LOC388755
1	100133057	239972796	240078817	LOC100133057
1	56776	240091885	240475191	FMN2
1	64388	240489573	240612162	GREM2
1	6000	240775514	241357230	RGS7
1	284701	241311580	241331711	LOC284701
1	2271	241497557	241519785	FH
1	8564	241532024	241595647	KMO
1	23596	241593150	241640399	OPN3
1	1122	241628864	241635930	CHML
1	128025	241652278	241802133	WDR64
1	9156	241848189	241889939	EXO1
1	100130755	241855265	241855651	LOC100130755
1	441925	241957767	241959062	BECN1P1
1	440738	241995490	242001328	MAP1LC3C
1	200150	242088387	242524696	PLD5
1	646116	242238150	242238362	LOC646116
1	646135	242298751	242322945	LOC646135
1	9859	243124428	243255982	CEP170
1	10806	243255434	243500091	SDCCAG8
1	100287359	243319595	243343100	LOC100287359
1	653718	243354086	243355265	LOC653718
1	729761	243383873	243384253	LOC729761
1	646263	243384371	243387302	LOC646263
1	10000	243488233	243851079	AKT3
1	10472	244048939	244057476	ZBTB18
1	100289357	244197661	244211423	LOC100289357
1	200159	244352635	244389088	C1orf100
1	159	244408492	244452134	ADSS
1	257044	244461348	244640362	C1orf101
1	51029	244653050	244709033	DESI2
1	116228	244835337	244845057	COX20
1	3192	244850300	244864525	HNRNPU
1	84288	244969869	245125228	EFCAB2
1	100129656	245025965	245027510	LOC100129656
1	55083	245154985	245703126	KIF26B
1	646422	245502788	245516488	LOC646422
1	100129232	245559890	245561763	LOC100129232
1	64754	245749340	246507342	SMYD3
1	64216	246540561	246566263	TFB2M
1	163882	246566337	246668582	CNST
1	51097	246724076	246768137	SCCPDH
1	100130097	246771598	246839596	KIF28P
1	25909	246839098	246931978	AHCTF1
1	57116	246945547	247008093	ZNF695
1	93474	247034638	247078813	ZNF670
1	727776	247086910	247106763	LOC727776
1	79862	247099962	247104383	ZNF669
1	388759	247110160	247112417	C1orf229
1	7678	247121975	247172016	ZNF124
1	653081	247184770	247189692	LOC653081
1	317705	247256072	247257145	VN1R5
1	84838	247297415	247331977	ZNF496
1	114548	247415945	247449108	NLRP3
1	127623	247451029	247451982	OR2B11
1	441932	247491068	247492409	OR2W5
1	148823	247507058	247577690	GCSAML
1	81472	247530132	247533839	OR2C3
1	81470	247588360	247589313	OR2G2
1	81469	247605586	247606515	OR2G3
1	441933	247672118	247673041	OR13G1
1	343169	247711829	247712755	OR6F1
1	26188	247757462	247758406	OR1C1
1	284532	247814800	247845181	OR14A16
1	391189	247840928	247841896	OR11L1
1	25893	247857199	247880138	TRIM58
1	343171	247895587	247896531	OR2W3
1	343172	247917661	247921956	OR2T8
1	284521	247937191	248100922	OR2L13
1	391190	247948858	247949796	OR2L8
1	391191	247965332	247966339	OR2AK2
1	81466	248021948	248022886	OR2L5
1	26246	248038172	248039305	OR2L2
1	391192	248060682	248061620	OR2L3
1	127059	248145148	248146086	OR2M5
1	391194	248179986	248181029	OR2M2
1	127062	248203068	248204006	OR2M3
1	26245	248238929	248239864	OR2M4
1	391195	248272852	248273814	OR2T33
1	127064	248294616	248295578	OR2T12
1	391196	248323630	248324568	OR2M7
1	127066	248348775	248349713	OR14C36
1	127074	248361581	248362627	OR2T4
1	254879	248387609	248388535	OR2T6
1	26696	248405995	248407104	OR2T1
1	401992	248452798	248453772	OR2T2
1	343173	248473351	248474307	OR2T3
1	401993	248488589	248489536	OR2T5
1	391211	248521647	248522597	OR2G6
1	343563	248558544	248559491	OR2T29
1	127068	248573801	248574757	OR2T34
1	127069	248592830	248593768	OR2T10
1	127077	248626178	248627128	OR2T11
1	403244	248638287	248639258	OR2T35
1	403239	248649931	248650884	OR2T27
1	401994	248681279	248698884	OR14I1
1	646627	248739415	248755787	LYPD8
1	80851	248810452	248825955	SH3BP5L
1	79894	248838210	248849517	ZNF672
1	55657	248850004	248859116	ZNF692
1	267002	248905519	248921254	PGBD2
1	100130262	249141783	249143716	LOC100130262
2	642273	38814	46599	FAM110C
2	26751	218136	264866	SH3YL1
2	52	264869	278283	ACP1
2	285016	279561	288867	FAM150B
2	729910	308053	332118	LOC729910
2	727898	416453	417637	LOC727898
2	100996637	495265	496631	LOC100996637
2	129787	667973	677439	TMEM18
2	728092	722019	723242	LOC728092
2	642837	853891	855159	LOC642837
2	642877	895298	902628	LOC642877
2	728176	935323	936357	LOC728176
2	101060391	949634	952111	LOC101060391
2	54221	950868	1367629	SNTG2
2	100132833	1291279	1350389	LOC100132833
2	653181	1291279	1350383	LOC653181
2	7173	1413461	1543673	TPO
2	7837	1631887	1744528	PXDN
2	100288793	1652690	1657738	LOC100288793
2	728256	1726102	1727517	LOC728256
2	728268	1756576	1764255	LOC728268
2	23040	1789113	2331273	MYT1L
2	101927493	1824445	1829933	LOC101927493
2	102724128	2053976	2186624	LOC102724128
2	648230	2633085	2634167	LOC648230
2	402066	2775492	2778274	LOC402066
2	729897	3135757	3149551	LOC729897
2	100132738	3153392	3185045	LOC100132738
2	7260	3188970	3377882	TSSC1
2	51112	3379675	3479571	TRAPPC12
2	388923	3463814	3465187	LOC388923
2	55256	3497919	3519579	ADI1
2	246243	3544892	3558371	RNASEH1
2	643517	3557278	3559666	LOC643517
2	6201	3575263	3580919	RPS7
2	78989	3594832	3644644	COLEC11
2	55821	3658196	3702671	ALLC
2	728597	3703592	3847411	DCDC2C
2	643614	3769543	3778369	LOC643614
2	388922	3811570	3812280	LOC388922
2	100996394	4143980	4160874	LOC100996394
2	6664	5692667	5701385	SOX11
2	643913	5753713	5754697	LOC643913
2	644055	6295704	6296690	LOC644055
2	644097	6460236	6460547	LOC644097
2	129607	6840553	6866635	CMPK2
2	102724141	6849389	6877559	LOC102724141
2	91543	6877665	6898232	RSAD2
2	9781	6917392	7044179	RNF144A
2	100130504	6923394	6934735	LOC100130504
2	644288	7512011	7512298	LOC644288
2	3398	8681983	8684453	ID2
2	644593	8702568	8703479	LOC644593
2	57498	8728857	8837625	KIDINS220
2	129642	8856571	9003747	MBOAT2
2	8853	9206765	9405683	ASAP2
2	9270	9405681	9423564	ITGB1BP1
2	51692	9423537	9473110	CPSF3
2	285148	9474532	9507230	IAH1
2	6868	9489263	9555788	ADAM17
2	10971	9583967	9631055	YWHAQ
2	101926982	9649308	9665708	LOC101926982
2	100127913	9695937	9697482	LOC100127913
2	9014	9843442	9934416	TAF1B
2	29841	9951663	10002284	GRHL1
2	8462	10042993	10054836	KLF11
2	192668	10056799	10080411	CYS1
2	6241	10122568	10131419	RRM2
2	348738	10141854	10210816	C2orf48
2	3241	10302889	10427617	HPCAL1
2	4953	10440371	10448554	ODC1
2	79954	10570766	10689987	NOL10
2	245973	10721649	10785110	ATP6V1C2
2	10130	10767795	10837977	PDIA6
2	100130910	10825372	10837977	LOC100130910
2	3754	10911937	10914225	KCNF1
2	130813	11133053	11154569	C2orf50
2	130814	11155372	11178874	PQLC3
2	9475	11179768	11344585	ROCK2
2	650157	11351627	11372073	LOC650157
2	391352	11409204	11429650	LOC391352
2	1876	11444375	11466177	E2F6
2	9687	11534116	11642788	GREB1
2	23620	11658178	11670203	NTSR2
2	23175	11677545	11827409	LPIN1
2	729285	11885968	11923861	LOC729285
